1 	 20
2 	 29
3 	 29
4 	 39
5 	 39
6 	 43
7 	 105
8 	 125
9 	 127
10 	 131
11 	 139
12 	 141
13 	 142
14 	 142
15 	 143
16 	 143
17 	 266
18 	 266
19 	 490
20 	 495
21 	 536
22 	 542
23 	 544
24 	 545
25 	 547
26 	 554
27 	 560
28 	 566
29 	 597
30 	 621
31 	 639
32 	 656
33 	 662
34 	 673
35 	 673
36 	 683
37 	 739
38 	 745
39 	 746
40 	 749
41 	 753
42 	 755
43 	 762
44 	 765
45 	 769
46 	 772
47 	 909
48 	 911
49 	 913
50 	 918
51 	 920
52 	 921
53 	 929
54 	 935
55 	 967
56 	 969
57 	 964
58 	 969
59 	 992
60 	 1000
61 	 1014
62 	 1014
63 	 1018
64 	 1015
65 	 1020
66 	 1058
67 	 1078
68 	 1088
69 	 1088
70 	 1107
71 	 1114
72 	 1118
73 	 1169
74 	 1171
75 	 1172
76 	 1172
77 	 1172
78 	 1179
79 	 1179
80 	 1179
81 	 1183
82 	 1179
83 	 1179
84 	 1180
85 	 1180
86 	 1184
87 	 1192
88 	 1201
89 	 1207
90 	 1210
91 	 1222
92 	 1223
93 	 1223
94 	 1227
95 	 1225
96 	 1234
97 	 1228
98 	 1227
99 	 1229
100 	 1238
101 	 1233
102 	 1235
103 	 1238
104 	 1250
105 	 1314
106 	 1316
107 	 1316
108 	 1316
109 	 1316
110 	 1318
111 	 1318
112 	 1344
113 	 1344
114 	 1308
115 	 1302
116 	 1300
117 	 1304
118 	 1302
119 	 1290
120 	 1290
121 	 1250
122 	 1250
123 	 1251
124 	 1253
125 	 1253
126 	 1251
127 	 1252
128 	 1253
129 	 1253
130 	 1253
131 	 1251
132 	 1251
133 	 1235
134 	 1239
135 	 1239
136 	 1239
137 	 1240
138 	 1240
139 	 1240
140 	 1240
141 	 1243
142 	 1247
143 	 1237
144 	 1173
145 	 1155
146 	 1153
147 	 1153
148 	 1157
149 	 1157
150 	 1157
151 	 1123
152 	 1117
153 	 1123
154 	 1126
155 	 1120
156 	 1118
157 	 1114
158 	 1114
159 	 1114
160 	 1112
161 	 1106
162 	 1106
163 	 1095
164 	 551
165 	 552
166 	 552
167 	 550
168 	 523
169 	 512
170 	 1054
171 	 1071
172 	 1066
173 	 1030
174 	 1033
175 	 1024
176 	 1038
177 	 1030
178 	 1059
179 	 1091
180 	 1098
181 	 1112
182 	 1127
183 	 1140
184 	 1146
185 	 1139
186 	 1151
187 	 1156
188 	 1169
189 	 1179
190 	 1196
191 	 1221
192 	 1225
193 	 1242
194 	 1267
195 	 1258
196 	 1259
197 	 1268
198 	 1274
199 	 1289
200 	 1278
201 	 1301
202 	 1319
203 	 1358
204 	 1358
205 	 1360
206 	 1360
207 	 1378
208 	 1378
209 	 1590
210 	 1616
211 	 1743
212 	 1746
213 	 1757
214 	 1764
215 	 1770
