1 	 21
2 	 30
3 	 30
4 	 40
5 	 40
6 	 44
7 	 108
8 	 128
9 	 130
10 	 134
11 	 142
12 	 144
13 	 145
14 	 145
15 	 146
16 	 146
17 	 271
18 	 271
19 	 497
20 	 502
21 	 544
22 	 550
23 	 552
24 	 553
25 	 555
26 	 562
27 	 568
28 	 574
29 	 607
30 	 631
31 	 649
32 	 666
33 	 672
34 	 683
35 	 683
36 	 693
37 	 751
38 	 757
39 	 758
40 	 762
41 	 766
42 	 768
43 	 775
44 	 778
45 	 782
46 	 785
47 	 923
48 	 925
49 	 927
50 	 932
51 	 934
52 	 935
53 	 943
54 	 949
55 	 982
56 	 984
57 	 979
58 	 984
59 	 1007
60 	 1015
61 	 1029
62 	 1029
63 	 1033
64 	 1030
65 	 1035
66 	 1073
67 	 1093
68 	 1103
69 	 1103
70 	 1122
71 	 1129
72 	 1133
73 	 1184
74 	 1186
75 	 1187
76 	 1187
77 	 1187
78 	 1194
79 	 1194
80 	 1194
81 	 1198
82 	 1194
83 	 1194
84 	 1195
85 	 1195
86 	 1199
87 	 1207
88 	 1216
89 	 1222
90 	 1225
91 	 1237
92 	 1238
93 	 1238
94 	 1243
95 	 1241
96 	 1250
97 	 1243
98 	 1242
99 	 1244
100 	 1253
101 	 1248
102 	 1250
103 	 1253
104 	 1266
105 	 1331
106 	 1333
107 	 1333
108 	 1333
109 	 1333
110 	 1335
111 	 1335
112 	 1361
113 	 1361
114 	 1325
115 	 1319
116 	 1317
117 	 1321
118 	 1319
119 	 1307
120 	 1307
121 	 1267
122 	 1267
123 	 1268
124 	 1270
125 	 1270
126 	 1268
127 	 1269
128 	 1270
129 	 1270
130 	 1270
131 	 1268
132 	 1268
133 	 1252
134 	 1256
135 	 1256
136 	 1256
137 	 1257
138 	 1257
139 	 1257
140 	 1257
141 	 1260
142 	 1264
143 	 1254
144 	 1189
145 	 1171
146 	 1169
147 	 1169
148 	 1173
149 	 1173
150 	 1173
151 	 1139
152 	 1133
153 	 1139
154 	 1142
155 	 1136
156 	 1134
157 	 1130
158 	 1130
159 	 1130
160 	 1128
161 	 1122
162 	 1122
163 	 1111
164 	 561
165 	 562
166 	 562
167 	 560
168 	 533
169 	 522
170 	 1070
171 	 1087
172 	 1081
173 	 1044
174 	 1047
175 	 1037
176 	 1051
177 	 1043
178 	 1072
179 	 1104
180 	 1111
181 	 1125
182 	 1141
183 	 1154
184 	 1160
185 	 1153
186 	 1165
187 	 1170
188 	 1183
189 	 1193
190 	 1210
191 	 1235
192 	 1239
193 	 1256
194 	 1281
195 	 1272
196 	 1273
197 	 1282
198 	 1289
199 	 1304
200 	 1293
201 	 1315
202 	 1333
203 	 1372
204 	 1373
205 	 1375
206 	 1375
207 	 1393
208 	 1393
209 	 1606
210 	 1632
211 	 1761
212 	 1764
213 	 1775
214 	 1782
215 	 1788
216 	 1840
217 	 1847
218 	 1850
219 	 1847
220 	 1733
221 	 1751
222 	 1795
223 	 1800
224 	 1809
225 	 1828
226 	 1890
227 	 1900
228 	 1902
229 	 1905
230 	 1904
231 	 1904
232 	 1907
233 	 1906
234 	 1900
235 	 1883
236 	 1881
237 	 1877
238 	 1878
239 	 1874
240 	 1883
241 	 1884
242 	 1892
243 	 1887
244 	 1882
245 	 1840
246 	 1842
247 	 1840
248 	 1835
249 	 1835
250 	 1813
251 	 1811
252 	 1786
253 	 1781
254 	 1766
255 	 1765
256 	 1760
257 	 1760
258 	 1742
259 	 1740
260 	 1737
261 	 1720
262 	 1719
263 	 1719
264 	 1717
265 	 1716
266 	 1713
267 	 1713
268 	 1666
269 	 1659
270 	 1655
271 	 1659
272 	 1654
273 	 1656
274 	 1657
275 	 1632
276 	 1632
277 	 1633
278 	 1591
279 	 1574
280 	 1574
281 	 1540
282 	 1539
283 	 1529
284 	 1526
285 	 1523
286 	 1521
287 	 1519
288 	 1468
289 	 1431
290 	 1429
291 	 1421
292 	 1425
293 	 1422
294 	 1427
295 	 1455
296 	 1455
297 	 1450
298 	 1452
299 	 1450
300 	 1454
301 	 1460
302 	 1466
303 	 1458
304 	 1454
305 	 1466
306 	 1472
307 	 1484
308 	 1481
309 	 1479
310 	 1480
311 	 1473
312 	 1467
313 	 1465
314 	 1496
315 	 1497
316 	 1509
317 	 1525
318 	 1521
319 	 1521
320 	 1521
321 	 1522
322 	 1521
323 	 1513
324 	 1489
325 	 1484
326 	 1478
327 	 1440
328 	 1462
329 	 1456
330 	 1435
331 	 1472
