1 	 18
2 	 27
3 	 27
4 	 35
5 	 35
6 	 37
7 	 94
8 	 109
9 	 111
10 	 115
11 	 122
12 	 124
13 	 125
14 	 125
15 	 126
16 	 126
17 	 238
18 	 238
19 	 452
20 	 456
21 	 493
22 	 499
23 	 501
24 	 502
25 	 503
26 	 508
27 	 514
28 	 520
29 	 546
30 	 570
31 	 588
32 	 604
33 	 610
34 	 619
35 	 619
36 	 629
37 	 680
38 	 686
39 	 687
40 	 690
41 	 694
42 	 696
43 	 703
44 	 706
45 	 710
46 	 713
47 	 842
48 	 844
49 	 846
50 	 850
51 	 852
52 	 853
53 	 860
54 	 865
55 	 895
56 	 897
57 	 892
58 	 896
59 	 916
60 	 923
61 	 935
62 	 935
63 	 938
64 	 935
65 	 940
66 	 976
67 	 995
68 	 1005
69 	 1005
70 	 1023
71 	 1030
72 	 1034
73 	 1079
74 	 1081
75 	 1082
76 	 1082
77 	 1082
78 	 1089
79 	 1089
80 	 1089
81 	 1092
82 	 1088
83 	 1088
84 	 1089
85 	 1089
86 	 1093
87 	 1101
88 	 1110
89 	 1114
90 	 1117
91 	 1128
92 	 1128
93 	 1128
94 	 1132
95 	 1129
96 	 1136
97 	 1130
98 	 1130
99 	 1132
100 	 1141
101 	 1136
102 	 1137
103 	 1140
104 	 1150
105 	 1210
106 	 1212
107 	 1212
108 	 1212
109 	 1212
110 	 1214
111 	 1214
112 	 1238
113 	 1238
114 	 1206
115 	 1200
116 	 1198
117 	 1202
118 	 1200
119 	 1188
120 	 1188
121 	 1154
122 	 1154
123 	 1155
124 	 1157
125 	 1157
126 	 1155
127 	 1155
128 	 1156
129 	 1156
130 	 1156
131 	 1154
132 	 1154
133 	 1138
134 	 1140
135 	 1140
136 	 1140
137 	 1141
138 	 1142
139 	 1142
140 	 1142
141 	 1144
142 	 1148
143 	 1138
144 	 1080
145 	 1062
146 	 1060
147 	 1060
148 	 1063
149 	 1063
150 	 1063
151 	 1029
152 	 1023
153 	 1029
154 	 1033
155 	 1027
156 	 1025
157 	 1021
158 	 1021
159 	 1021
160 	 1019
161 	 1013
162 	 1013
163 	 1003
164 	 510
165 	 510
166 	 510
167 	 508
168 	 484
169 	 472
170 	 960
171 	 976
172 	 971
173 	 934
174 	 936
175 	 926
176 	 938
177 	 930
178 	 959
179 	 988
180 	 993
181 	 1000
182 	 1015
183 	 1025
184 	 1030
185 	 1022
186 	 1032
187 	 1037
188 	 1049
189 	 1058
190 	 1075
191 	 1100
192 	 1104
193 	 1118
194 	 1141
195 	 1133
196 	 1134
197 	 1141
198 	 1146
199 	 1160
200 	 1150
201 	 1170
202 	 1186
203 	 1220
204 	 1219
205 	 1221
206 	 1220
207 	 1237
208 	 1236
209 	 1434
210 	 1457
211 	 1576
212 	 1579
213 	 1588
214 	 1595
215 	 1601
216 	 1641
217 	 1647
218 	 1648
219 	 1644
220 	 1541
221 	 1558
222 	 1592
223 	 1593
224 	 1602
225 	 1617
226 	 1678
227 	 1686
228 	 1688
229 	 1691
230 	 1691
231 	 1691
232 	 1693
233 	 1693
234 	 1687
235 	 1670
236 	 1668
237 	 1664
238 	 1664
239 	 1660
240 	 1666
241 	 1667
242 	 1675
243 	 1671
244 	 1666
245 	 1630
246 	 1632
247 	 1630
248 	 1626
249 	 1626
250 	 1605
251 	 1602
252 	 1582
253 	 1578
254 	 1564
255 	 1564
256 	 1559
257 	 1559
258 	 1545
259 	 1543
260 	 1540
261 	 1527
262 	 1526
263 	 1526
264 	 1523
265 	 1522
266 	 1519
267 	 1519
268 	 1478
269 	 1471
270 	 1468
271 	 1472
272 	 1466
273 	 1467
274 	 1467
275 	 1441
276 	 1441
277 	 1443
278 	 1405
279 	 1391
280 	 1391
281 	 1360
282 	 1359
283 	 1350
284 	 1346
285 	 1343
286 	 1341
287 	 1339
288 	 1290
289 	 1259
290 	 1257
291 	 1249
292 	 1252
293 	 1249
294 	 1251
295 	 1276
296 	 1276
297 	 1272
298 	 1274
299 	 1272
300 	 1276
301 	 1282
302 	 1288
303 	 1280
304 	 1276
305 	 1286
306 	 1292
307 	 1304
308 	 1302
309 	 1300
310 	 1300
311 	 1294
312 	 1290
313 	 1288
314 	 1318
315 	 1319
316 	 1330
317 	 1347
318 	 1343
319 	 1343
320 	 1343
321 	 1343
322 	 1342
323 	 1334
324 	 1313
325 	 1310
326 	 1305
327 	 1271
328 	 1290
329 	 1284
330 	 1267
331 	 1300
332 	 1312
333 	 1318
334 	 1319
335 	 1319
336 	 1314
337 	 1316
